,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
1057,Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6
1058,Male,No,29,Yes,Healthcare,9.0,Low,6.0,Cat_6
1059,Male,Yes,38,Yes,Artist,0.0,Average,4.0,Cat_6
1060,Male,Yes,62,Yes,Executive,8.0,High,2.0,Cat_6
1061,Male,Yes,59,No,Engineer,0.0,Low,1.0,Cat_6
1062,Female,Yes,27,Yes,Entertainment,3.0,Low,5.0,Cat_6
1063,Female,Yes,51,Yes,Artist,0.0,Average,3.0,Cat_2
1064,Male,No,59,No,Entertainment,0.0,Low,3.0,Cat_6
1065,Female,No,37,Yes,Artist,12.0,Low,1.0,Cat_4
1066,Male,Yes,37,Yes,Executive,9.0,High,4.0,Cat_6
1067,Male,Yes,30,No,Artist,0.0,Average,2.0,Cat_5
1068,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_6
1069,Male,No,40,Yes,Artist,5.0,Low,2.0,Cat_6
1070,Female,No,40,Yes,Artist,6.0,Low,2.0,Cat_6
1071,Female,No,30,No,Engineer,1.0,Low,5.0,Cat_3
1072,Female,Yes,40,Yes,Artist,9.0,Average,2.0,Cat_6
1073,Female,Yes,62,Yes,Artist,2.0,High,3.0,Cat_6
1074,Male,No,22,No,Healthcare,0.0,Low,8.0,Cat_6
1075,Female,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_6
1076,Male,Yes,67,Yes,Artist,10.0,Low,1.0,Cat_6
1077,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6
1078,Male,No,27,No,Healthcare,5.0,Low,3.0,Cat_6
1079,Male,No,28,Yes,Doctor,1.0,Low,3.0,Cat_6
1080,Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_6
1081,Male,Yes,59,Yes,Artist,1.0,Average,2.0,Cat_4
1082,Male,No,19,No,Healthcare,1.0,Low,2.0,Cat_6
1083,Male,Yes,62,Yes,Artist,1.0,Low,4.0,Cat_4
1084,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6
1085,Female,No,28,Yes,Entertainment,6.0,Low,3.0,Cat_4
1086,Male,No,25,No,Doctor,1.0,Low,4.0,Cat_6
1087,Male,Yes,36,Yes,Entertainment,0.0,Low,2.0,Cat_4
1088,Female,No,33,Yes,Healthcare,2.0,Low,2.0,Cat_6
1089,Male,Yes,59,No,Entertainment,0.0,Average,4.0,Cat_6
1090,Male,No,20,No,Healthcare,4.0,Low,4.0,Cat_4
1091,Male,No,23,No,Healthcare,0.0,Low,5.0,Cat_4
1092,Female,No,46,Yes,Artist,10.0,Low,2.0,Cat_6
1093,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6
1094,Male,No,26,No,Doctor,8.0,Low,1.0,Cat_3
1095,Male,No,41,Yes,Artist,1.0,Low,3.0,Cat_6
1096,Female,Yes,30,No,Artist,0.0,Average,2.0,Cat_1
1097,Male,Yes,70,No,Lawyer,1.0,Low,2.0,Cat_6
1098,Male,Yes,50,Yes,Artist,1.0,Low,3.0,Cat_6
1099,Female,Yes,40,Yes,Artist,1.0,Low,3.0,Cat_6
1100,Female,Yes,39,Yes,Homemaker,8.0,Low,1.0,Cat_6
1101,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6
1102,Female,No,43,Yes,Artist,0.0,Low,1.0,Cat_6
1103,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_3
1104,Female,Yes,45,No,Artist,6.0,Low,1.0,Cat_6
1105,Female,No,35,Yes,Healthcare,0.0,Low,1.0,Cat_2
1106,Male,Yes,53,Yes,Doctor,0.0,Low,3.0,Cat_6
1107,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6
1108,Male,Yes,38,No,Artist,1.0,Average,3.0,Cat_6
1109,Male,Yes,36,Yes,Executive,9.0,Average,3.0,Cat_6
1110,Male,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_6
1111,Male,No,31,Yes,Artist,1.0,Low,2.0,Cat_6
1112,Male,No,25,No,Entertainment,3.0,Low,1.0,Cat_4
1113,Male,Yes,52,Yes,Entertainment,1.0,Low,2.0,Cat_6
1114,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6
1115,Female,No,30,No,Healthcare,0.0,Low,4.0,Cat_6
1116,Female,Yes,59,Yes,Artist,0.0,Average,5.0,Cat_6
1117,Female,No,25,No,Engineer,1.0,Low,3.0,Cat_6
1118,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6
1119,Female,Yes,58,Yes,Doctor,1.0,Average,2.0,Cat_6
1120,Female,Yes,38,Yes,Artist,6.0,Low,4.0,Cat_6
1121,Male,Yes,29,No,Marketing,1.0,Low,4.0,Cat_4
1122,Male,Yes,56,Yes,Artist,1.0,Average,3.0,Cat_6
1123,Female,No,37,Yes,Entertainment,1.0,Low,2.0,Cat_2
1124,Male,Yes,49,Yes,Doctor,1.0,Average,4.0,Cat_6
1125,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6
1126,Male,No,28,Yes,Doctor,0.0,Low,1.0,Cat_6
1127,Female,No,35,No,Engineer,1.0,Low,2.0,Cat_4
1128,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_1
1129,Female,Yes,43,Yes,Artist,4.0,Average,2.0,Cat_3
1130,Male,No,30,No,Doctor,1.0,Low,4.0,Cat_3
1131,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6
1132,Male,Yes,84,No,Lawyer,0.0,High,2.0,Cat_6
1133,Male,No,28,Yes,Doctor,1.0,Low,1.0,Cat_6
1134,Male,Yes,73,Yes,Lawyer,1.0,Average,2.0,Cat_6
1135,Female,Yes,42,Yes,Artist,9.0,Low,1.0,Cat_6
1136,Male,Yes,49,Yes,Artist,2.0,Low,2.0,Cat_2
1137,Female,No,42,Yes,Engineer,6.0,Low,1.0,Cat_6
1138,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_3
1139,Female,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_6
1140,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6
1141,Male,Yes,72,Yes,Artist,0.0,High,5.0,Cat_6
1142,Male,Yes,45,Yes,Artist,6.0,Average,4.0,Cat_6
1143,Male,Yes,49,Yes,Entertainment,0.0,Average,5.0,Cat_4
1144,Female,No,20,No,Marketing,1.0,Low,3.0,Cat_4
1145,Male,Yes,50,Yes,Artist,0.0,Low,2.0,Cat_6
1146,Female,Yes,78,Yes,Lawyer,3.0,High,2.0,Cat_6
1147,Male,No,25,No,Healthcare,0.0,Low,3.0,Cat_4
1148,Female,No,28,Yes,Healthcare,0.0,Low,1.0,Cat_7
1149,Female,Yes,49,No,Engineer,1.0,Low,1.0,Cat_7
1150,Male,No,29,Yes,Artist,7.0,Low,1.0,Cat_6
1151,Male,No,52,Yes,Artist,0.0,Low,1.0,Cat_6
1152,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_4
1153,Male,Yes,26,Yes,Artist,9.0,Average,2.0,Cat_6
1154,Male,Yes,51,No,Executive,1.0,Low,4.0,Cat_4
1155,Male,Yes,27,No,Executive,10.0,High,3.0,Cat_6
1156,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6
1157,Male,Yes,62,Yes,Entertainment,0.0,Low,1.0,Cat_6
1158,Female,Yes,63,No,Engineer,4.0,Average,8.0,Cat_4
1159,Male,No,53,Yes,Doctor,0.0,Low,1.0,Cat_6
1160,Male,No,28,No,Doctor,0.0,Low,3.0,Cat_3
1161,Female,No,33,Yes,Engineer,1.0,Low,3.0,Cat_6
1162,Female,Yes,45,Yes,Artist,0.0,Average,2.0,Cat_6
1163,Male,Yes,61,Yes,Entertainment,1.0,Average,2.0,Cat_6
1164,Male,No,42,No,Executive,9.0,Low,3.0,Cat_4
1165,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_6
1166,Female,Yes,51,Yes,Artist,1.0,Low,1.0,Cat_6
1167,Female,No,49,No,Entertainment,1.0,Low,2.0,Cat_4
1168,Male,Yes,51,Yes,Engineer,0.0,Low,2.0,Cat_4
1169,Male,Yes,29,No,Healthcare,0.0,Average,4.0,Cat_6
1170,Female,No,25,Yes,Healthcare,8.0,Low,4.0,Cat_5
1171,Female,Yes,29,No,Engineer,5.0,Average,2.0,Cat_3
1172,Male,Yes,60,Yes,Executive,0.0,Average,5.0,Cat_6
1173,Female,No,25,Yes,Healthcare,5.0,Low,3.0,Cat_3
1174,Male,Yes,55,Yes,Executive,8.0,High,2.0,Cat_6
1175,Male,Yes,66,Yes,Executive,0.0,High,2.0,Cat_6
1176,Male,No,27,Yes,Artist,8.0,Low,6.0,Cat_6
1177,Male,Yes,51,No,Entertainment,1.0,Average,4.0,Cat_4
1178,Male,Yes,35,No,Artist,0.0,Low,2.0,Cat_6
1179,Male,Yes,65,Yes,Executive,1.0,Low,2.0,Cat_4
1180,Male,No,32,Yes,Marketing,0.0,Low,5.0,Cat_6
1181,Female,No,21,No,Doctor,0.0,Low,3.0,Cat_1
1182,Male,No,36,Yes,Artist,0.0,Low,1.0,Cat_6
1183,Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_3
1184,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6
1185,Male,No,25,Yes,Artist,7.0,Low,1.0,Cat_2
1186,Female,Yes,36,No,Entertainment,8.0,Low,2.0,Cat_6
1187,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_4
1188,Male,Yes,49,No,Artist,0.0,Low,2.0,Cat_7
1189,Female,Yes,49,Yes,Artist,6.0,Average,6.0,Cat_6
1190,Male,No,18,No,Healthcare,2.0,Low,4.0,Cat_2
1191,Female,Yes,46,No,Engineer,1.0,Average,5.0,Cat_6
1192,Male,Yes,47,No,Lawyer,0.0,Low,2.0,Cat_6
1193,Male,Yes,47,Yes,Artist,0.0,Average,2.0,Cat_6
1194,Male,No,28,No,Healthcare,0.0,Low,9.0,Cat_6
1195,Male,Yes,58,Yes,Artist,1.0,Average,3.0,Cat_3
1196,Female,No,21,No,Healthcare,9.0,Low,4.0,Cat_3
1197,Male,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_6
1198,Female,Yes,67,Yes,Artist,1.0,Average,3.0,Cat_2
1199,Male,No,26,Yes,Healthcare,1.0,Low,5.0,Cat_6
1200,Female,No,26,No,Artist,0.0,Low,3.0,Cat_4
1201,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6
1202,Male,No,25,Yes,Healthcare,0.0,Low,3.0,Cat_6
1203,Male,No,41,Yes,Artist,1.0,Low,1.0,Cat_6
1204,Male,Yes,45,Yes,Executive,5.0,High,3.0,Cat_7
1205,Female,Yes,47,Yes,Artist,0.0,Average,2.0,Cat_6
1206,Female,No,39,Yes,Engineer,1.0,Low,1.0,Cat_6
1207,Male,Yes,60,No,Entertainment,0.0,Average,3.0,Cat_6
1208,Male,Yes,39,No,Artist,1.0,Average,6.0,Cat_4
1209,Female,Yes,65,Yes,Engineer,1.0,Low,1.0,Cat_6
1210,Female,Yes,43,Yes,Marketing,6.0,Low,1.0,Cat_6
1211,Female,Yes,31,No,Marketing,0.0,Low,2.0,Cat_2
1212,Female,Yes,38,Yes,Artist,2.0,Low,1.0,Cat_4
1213,Female,No,27,Yes,Artist,0.0,Low,3.0,Cat_6
1214,Female,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6
1215,Male,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6
1216,Male,No,48,Yes,Artist,1.0,Low,1.0,Cat_6
1217,Male,Yes,57,Yes,Executive,7.0,High,2.0,Cat_6
1218,Male,Yes,42,Yes,Artist,0.0,Average,5.0,Cat_6
1219,Female,Yes,68,Yes,Lawyer,1.0,High,2.0,Cat_6
1220,Female,Yes,51,No,Engineer,0.0,Low,4.0,Cat_6
1221,Male,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_6
1222,Male,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_4
1223,Male,No,25,Yes,Doctor,1.0,Low,2.0,Cat_6
1224,Male,Yes,48,Yes,Entertainment,1.0,Low,1.0,Cat_6
1225,Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_6
1226,Female,Yes,42,No,Marketing,0.0,Low,3.0,Cat_6
1227,Male,No,26,No,Artist,0.0,Low,2.0,Cat_6
1228,Male,No,25,Yes,Artist,1.0,Low,4.0,Cat_6
1229,Female,No,36,Yes,Artist,0.0,Low,3.0,Cat_6
1230,Male,No,42,No,Doctor,0.0,Low,1.0,Cat_3
1231,Female,No,35,Yes,Artist,0.0,Low,7.0,Cat_2
1232,Female,Yes,22,No,Engineer,8.0,Average,2.0,Cat_5
1233,Female,No,36,Yes,Artist,6.0,Low,1.0,Cat_6
1234,Male,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6
1235,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_3
1236,Male,Yes,36,Yes,Entertainment,1.0,Low,2.0,Cat_6
1237,Female,No,28,Yes,Doctor,0.0,Low,3.0,Cat_3
1238,Male,Yes,52,No,Doctor,1.0,Average,4.0,Cat_6
1239,Male,Yes,47,No,Executive,0.0,Low,4.0,Cat_4
1240,Female,No,29,Yes,Doctor,1.0,Low,1.0,Cat_3
1241,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6
1242,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6
1243,Female,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_6
1244,Male,Yes,32,Yes,Entertainment,9.0,High,2.0,Cat_4
1245,Male,Yes,63,Yes,Executive,1.0,High,2.0,Cat_6
1246,Male,Yes,50,No,Entertainment,0.0,Low,2.0,Cat_6
1247,Female,Yes,49,Yes,Artist,7.0,Average,4.0,Cat_6
1248,Male,No,62,No,Healthcare,8.0,Low,1.0,Cat_3
1249,Female,Yes,55,No,Engineer,1.0,Average,7.0,Cat_6
1250,Female,Yes,45,Yes,Artist,0.0,Low,1.0,Cat_3
1251,Female,Yes,31,No,Homemaker,8.0,Average,2.0,Cat_6
1252,Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6
1253,Male,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6
1254,Male,No,42,Yes,Entertainment,0.0,Low,2.0,Cat_6
1255,Male,No,38,Yes,Executive,1.0,Low,3.0,Cat_6
1256,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6
1257,Male,Yes,67,Yes,Executive,1.0,High,3.0,Cat_6
1258,Female,No,32,No,Healthcare,0.0,Low,5.0,Cat_7
1259,Female,No,33,Yes,Entertainment,12.0,Low,2.0,Cat_6
1260,Female,No,30,Yes,Healthcare,2.0,Low,5.0,Cat_6
1261,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_4
1262,Female,Yes,47,Yes,Artist,7.0,Average,2.0,Cat_6
1263,Male,No,29,No,Doctor,1.0,Low,4.0,Cat_6
1264,Male,Yes,63,No,Executive,0.0,High,4.0,Cat_6
1265,Male,Yes,27,Yes,Entertainment,0.0,Low,4.0,Cat_7
1266,Female,Yes,43,Yes,Artist,1.0,Low,1.0,Cat_1
1267,Male,No,29,No,Healthcare,1.0,Low,3.0,Cat_6
1268,Female,Yes,57,No,Engineer,8.0,Low,1.0,Cat_6
1269,Female,Yes,47,No,Engineer,8.0,Low,1.0,Cat_3
1270,Female,Yes,32,Yes,Executive,4.0,High,3.0,Cat_7
1271,Female,Yes,25,Yes,Entertainment,0.0,Average,2.0,Cat_1
1272,Female,Yes,79,Yes,Lawyer,1.0,High,2.0,Cat_4
1273,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6
1274,Male,Yes,36,Yes,Artist,4.0,Average,2.0,Cat_6
1275,Male,No,19,No,Healthcare,1.0,Low,9.0,Cat_7
1276,Male,Yes,26,No,Entertainment,0.0,High,2.0,Cat_6
1277,Male,No,28,Yes,Artist,13.0,Low,2.0,Cat_6
1278,Male,No,84,No,Artist,0.0,Low,1.0,Cat_6
1279,Male,Yes,81,No,Lawyer,1.0,Low,2.0,Cat_6
1280,Female,No,35,Yes,Healthcare,1.0,Low,1.0,Cat_6
1281,Male,Yes,55,Yes,Doctor,0.0,Average,2.0,Cat_6
1282,Male,Yes,50,No,Executive,0.0,High,5.0,Cat_6
1283,Male,Yes,78,Yes,Lawyer,0.0,Low,5.0,Cat_6
1284,Male,Yes,36,No,Entertainment,0.0,Average,4.0,Cat_4
1285,Male,No,47,Yes,Marketing,1.0,Low,1.0,Cat_6
1286,Male,Yes,48,No,Entertainment,6.0,Average,5.0,Cat_4
1287,Female,Yes,69,Yes,Marketing,1.0,Low,2.0,Cat_6
1288,Male,Yes,38,No,Marketing,0.0,High,4.0,Cat_7
1289,Male,Yes,36,Yes,Artist,1.0,Average,4.0,Cat_6
1290,Female,Yes,52,No,Engineer,9.0,Average,4.0,Cat_4
1291,Male,No,46,Yes,Artist,0.0,Low,1.0,Cat_6
1292,Male,No,18,No,Marketing,1.0,Low,6.0,Cat_3
1293,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_6
1294,Male,No,18,No,Doctor,1.0,Low,6.0,Cat_6
1295,Male,Yes,30,No,Homemaker,1.0,Average,3.0,Cat_6
1296,Male,Yes,43,No,Artist,7.0,High,4.0,Cat_6
1297,Female,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6
1298,Female,No,40,Yes,Homemaker,9.0,Low,2.0,Cat_6
1299,Male,Yes,55,Yes,Artist,0.0,Average,3.0,Cat_6
1300,Female,No,33,No,Healthcare,1.0,Low,7.0,Cat_4
1301,Male,No,31,Yes,Healthcare,1.0,Low,5.0,Cat_6
1302,Female,No,35,Yes,Healthcare,3.0,Low,6.0,Cat_2
1303,Male,No,40,Yes,Healthcare,8.0,Low,3.0,Cat_2
1304,Male,Yes,69,No,Artist,0.0,Average,3.0,Cat_6
1305,Female,Yes,46,Yes,Artist,1.0,Low,4.0,Cat_4
1306,Female,Yes,63,Yes,Marketing,0.0,Low,2.0,Cat_6
1307,Male,Yes,61,Yes,Artist,1.0,Average,2.0,Cat_6
1308,Female,No,50,No,Engineer,1.0,Low,1.0,Cat_3
1309,Male,Yes,53,Yes,Artist,0.0,High,3.0,Cat_6
1310,Female,Yes,35,Yes,Engineer,0.0,Average,2.0,Cat_6
1311,Male,No,19,No,Healthcare,7.0,Low,3.0,Cat_6
1312,Male,No,26,No,Healthcare,3.0,Low,4.0,Cat_3
1313,Female,Yes,38,No,Engineer,0.0,Average,4.0,Cat_6
1314,Female,No,26,No,Artist,1.0,Low,1.0,Cat_6
1315,Male,Yes,39,Yes,Healthcare,0.0,High,3.0,Cat_6
1316,Male,Yes,39,Yes,Entertainment,1.0,Low,4.0,Cat_4
1317,Female,No,45,Yes,Artist,2.0,Low,1.0,Cat_6
1318,Male,Yes,47,No,Entertainment,0.0,Average,4.0,Cat_6
1319,Female,No,30,Yes,Entertainment,0.0,Low,5.0,Cat_2
1320,Male,Yes,48,No,Executive,5.0,High,2.0,Cat_4
1321,Female,Yes,76,Yes,Marketing,0.0,Low,2.0,Cat_6
1322,Male,Yes,71,Yes,Entertainment,0.0,Low,2.0,Cat_6
1323,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6
1324,Male,Yes,57,Yes,Artist,1.0,Average,5.0,Cat_6
1325,Male,Yes,49,No,Entertainment,0.0,Low,1.0,Cat_6
1326,Male,Yes,21,No,Healthcare,1.0,High,8.0,Cat_4
1327,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6
1328,Female,No,33,No,Homemaker,8.0,Low,1.0,Cat_6
1329,Male,Yes,53,Yes,Entertainment,1.0,Low,3.0,Cat_6
1330,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_4
1331,Male,Yes,73,Yes,Lawyer,0.0,High,4.0,Cat_6
1332,Male,Yes,59,Yes,Artist,0.0,Low,2.0,Cat_6
1333,Male,No,38,Yes,Entertainment,0.0,Low,2.0,Cat_6
1334,Female,No,42,Yes,Artist,0.0,Low,2.0,Cat_6
1335,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6
1336,Male,Yes,46,No,Artist,0.0,Average,4.0,Cat_3
1337,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6
1338,Female,Yes,42,No,Engineer,1.0,Low,3.0,Cat_6
1339,Male,Yes,71,Yes,Artist,0.0,Average,2.0,Cat_6
1340,Female,No,18,No,Healthcare,7.0,Low,3.0,Cat_6
1341,Female,No,41,Yes,Artist,4.0,Low,1.0,Cat_6
1342,Male,Yes,27,Yes,Healthcare,0.0,Low,5.0,Cat_4
1343,Female,No,53,No,Entertainment,1.0,Low,1.0,Cat_4
1344,Female,No,28,No,Healthcare,0.0,Low,3.0,Cat_4
1345,Male,No,18,No,Doctor,0.0,Low,2.0,Cat_5
1346,Male,No,19,No,Healthcare,2.0,Low,4.0,Cat_6
1347,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3
1348,Male,No,30,No,Healthcare,1.0,Low,4.0,Cat_2
1349,Male,No,36,Yes,Doctor,0.0,Low,1.0,Cat_6
1350,Male,Yes,82,Yes,Lawyer,5.0,High,2.0,Cat_6
1351,Male,No,45,Yes,Artist,1.0,Low,1.0,Cat_6
1352,Male,Yes,27,Yes,Entertainment,9.0,Low,4.0,Cat_6
1353,Female,No,18,No,Healthcare,1.0,Low,5.0,Cat_6
1354,Male,Yes,22,No,Doctor,1.0,Low,4.0,Cat_6
1355,Female,No,22,No,Healthcare,2.0,Low,6.0,Cat_6
1356,Female,No,42,No,Homemaker,8.0,Low,1.0,Cat_3
1357,Male,Yes,69,No,Doctor,1.0,Low,1.0,Cat_6
1358,Female,Yes,43,Yes,Homemaker,8.0,High,2.0,Cat_6
1359,Female,Yes,89,No,Lawyer,3.0,High,2.0,Cat_6
1360,Female,No,26,No,Healthcare,1.0,Low,4.0,Cat_3
1361,Male,No,43,Yes,Artist,1.0,Low,3.0,Cat_6
1362,Male,Yes,30,Yes,Entertainment,1.0,Average,2.0,Cat_3
1363,Female,Yes,60,Yes,Executive,0.0,Low,2.0,Cat_6
1364,Female,Yes,38,Yes,Doctor,7.0,High,4.0,Cat_3
1365,Male,Yes,45,Yes,Entertainment,0.0,Average,2.0,Cat_4
1366,Male,No,20,No,Healthcare,3.0,Low,4.0,Cat_4
1367,Female,Yes,51,Yes,Marketing,9.0,Low,1.0,Cat_6
1368,Male,Yes,36,Yes,Entertainment,1.0,Average,4.0,Cat_3
1369,Female,No,41,No,Marketing,9.0,Low,3.0,Cat_3
1370,Female,No,30,Yes,Artist,9.0,Low,1.0,Cat_6
1371,Female,No,23,No,Homemaker,0.0,Low,5.0,Cat_5
1372,Male,Yes,39,Yes,Healthcare,4.0,Low,2.0,Cat_6
1373,Male,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_6
1374,Male,Yes,60,Yes,Artist,1.0,Average,3.0,Cat_6
1375,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6
1376,Female,Yes,89,No,Lawyer,1.0,High,2.0,Cat_6
1377,Male,No,43,Yes,Executive,1.0,Low,4.0,Cat_6
1378,Female,Yes,70,No,Lawyer,3.0,High,2.0,Cat_6
1379,Male,No,35,Yes,Artist,9.0,Low,1.0,Cat_6
1380,Male,Yes,42,Yes,Artist,0.0,High,2.0,Cat_6
1381,Male,Yes,39,Yes,Doctor,6.0,Average,2.0,Cat_3
1382,Female,Yes,29,Yes,Healthcare,0.0,Low,2.0,Cat_6
1383,Female,Yes,74,No,Lawyer,1.0,Low,1.0,Cat_6
1384,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_6
1385,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_7
1386,Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6
1387,Male,No,23,No,Marketing,0.0,Low,3.0,Cat_6
1388,Male,No,36,Yes,Artist,9.0,Low,3.0,Cat_6
1389,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6
1390,Female,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6
1391,Female,No,37,No,Healthcare,1.0,Low,1.0,Cat_6
1392,Male,Yes,65,Yes,Executive,0.0,High,4.0,Cat_6
1393,Female,No,26,Yes,Healthcare,0.0,Low,1.0,Cat_6
1394,Male,Yes,55,Yes,Entertainment,1.0,Low,3.0,Cat_6
1395,Male,Yes,65,Yes,Executive,0.0,High,2.0,Cat_6
1396,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6
1397,Male,Yes,51,Yes,Artist,7.0,Average,2.0,Cat_6
1398,Male,No,25,Yes,Artist,1.0,Low,5.0,Cat_6
1399,Male,Yes,38,No,Executive,0.0,High,3.0,Cat_6
1400,Female,No,39,Yes,Artist,0.0,Low,3.0,Cat_6
1401,Female,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6
1402,Female,Yes,37,Yes,Artist,4.0,Average,2.0,Cat_2
1403,Female,No,28,No,Engineer,3.0,Low,7.0,Cat_4
1404,Female,No,32,Yes,Marketing,1.0,Low,6.0,Cat_6
1405,Male,No,31,Yes,Doctor,14.0,Low,2.0,Cat_7
1406,Female,No,31,No,Healthcare,1.0,Low,3.0,Cat_6
1407,Male,Yes,67,Yes,Artist,1.0,Average,2.0,Cat_6
1408,Female,No,72,Yes,Lawyer,0.0,Low,1.0,Cat_6
1409,Female,Yes,57,No,Engineer,0.0,Low,3.0,Cat_6
1410,Male,Yes,36,Yes,Entertainment,4.0,Average,2.0,Cat_6
1411,Female,No,21,No,Homemaker,9.0,Low,1.0,Cat_6
1412,Male,Yes,47,No,Entertainment,1.0,Average,5.0,Cat_6
1413,Female,No,25,Yes,Entertainment,8.0,Low,3.0,Cat_6
1414,Female,Yes,41,No,Engineer,9.0,Average,2.0,Cat_3
1415,Male,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_6
1416,Male,No,21,No,Healthcare,0.0,Low,3.0,Cat_4
1417,Male,Yes,66,Yes,Lawyer,0.0,Low,1.0,Cat_6
1418,Male,Yes,27,Yes,Entertainment,10.0,Low,2.0,Cat_6
1419,Male,Yes,52,Yes,Artist,4.0,Low,1.0,Cat_6
1420,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6
1421,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_3
1422,Male,No,27,Yes,Entertainment,0.0,Low,5.0,Cat_6
1423,Female,Yes,52,Yes,Doctor,1.0,Low,3.0,Cat_4
1424,Male,Yes,65,No,Artist,0.0,Average,2.0,Cat_4
1425,Male,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6
1426,Female,Yes,45,Yes,Lawyer,0.0,Low,1.0,Cat_6
1427,Female,Yes,61,No,Engineer,1.0,High,3.0,Cat_4
1428,Female,Yes,53,Yes,Artist,1.0,Average,4.0,Cat_3
1429,Female,Yes,37,Yes,Doctor,1.0,Average,2.0,Cat_6
1430,Male,Yes,63,Yes,Executive,0.0,High,5.0,Cat_6
1431,Female,Yes,50,Yes,Artist,1.0,Low,3.0,Cat_4
1432,Female,Yes,62,Yes,Artist,1.0,Low,2.0,Cat_6
1433,Male,Yes,49,Yes,Artist,1.0,Average,8.0,Cat_4
1434,Male,Yes,46,Yes,Homemaker,6.0,Average,3.0,Cat_3
1435,Male,Yes,53,Yes,Executive,1.0,High,4.0,Cat_6
1436,Female,Yes,42,Yes,Artist,2.0,High,2.0,Cat_6
1437,Female,Yes,28,Yes,Artist,0.0,Low,1.0,Cat_5
1438,Female,Yes,49,Yes,Engineer,1.0,Average,4.0,Cat_6
1439,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6
1440,Male,Yes,58,Yes,Lawyer,0.0,High,2.0,Cat_6
