,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Clusters
1157,Male,Yes,62,Yes,Entertainment,0.0,Low,1.0,Cat_6,2
1158,Female,Yes,63,No,Engineer,4.0,Average,8.0,Cat_4,2
1159,Male,No,53,Yes,Doctor,0.0,Low,1.0,Cat_6,1
1160,Male,No,28,No,Doctor,0.0,Low,3.0,Cat_3,0
1161,Female,No,33,Yes,Engineer,1.0,Low,3.0,Cat_6,0
1162,Female,Yes,45,Yes,Artist,0.0,Average,2.0,Cat_6,1
1163,Male,Yes,61,Yes,Entertainment,1.0,Average,2.0,Cat_6,2
1164,Male,No,42,No,Executive,9.0,Low,3.0,Cat_4,1
1165,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_6,1
1166,Female,Yes,51,Yes,Artist,1.0,Low,1.0,Cat_6,1
1167,Female,No,49,No,Entertainment,1.0,Low,2.0,Cat_4,1
1168,Male,Yes,51,Yes,Engineer,0.0,Low,2.0,Cat_4,1
1169,Male,Yes,29,No,Healthcare,0.0,Average,4.0,Cat_6,0
1170,Female,No,25,Yes,Healthcare,8.0,Low,4.0,Cat_5,0
1171,Female,Yes,29,No,Engineer,5.0,Average,2.0,Cat_3,0
1172,Male,Yes,60,Yes,Executive,0.0,Average,5.0,Cat_6,2
1173,Female,No,25,Yes,Healthcare,5.0,Low,3.0,Cat_3,0
1174,Male,Yes,55,Yes,Executive,8.0,High,2.0,Cat_6,1
1175,Male,Yes,66,Yes,Executive,0.0,High,2.0,Cat_6,2
1176,Male,No,27,Yes,Artist,8.0,Low,6.0,Cat_6,0
1177,Male,Yes,51,No,Entertainment,1.0,Average,4.0,Cat_4,1
1178,Male,Yes,35,No,Artist,0.0,Low,2.0,Cat_6,0
1179,Male,Yes,65,Yes,Executive,1.0,Low,2.0,Cat_4,2
1180,Male,No,32,Yes,Marketing,0.0,Low,5.0,Cat_6,0
1181,Female,No,21,No,Doctor,0.0,Low,3.0,Cat_1,0
1182,Male,No,36,Yes,Artist,0.0,Low,1.0,Cat_6,0
1183,Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_3,2
1184,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,0
1185,Male,No,25,Yes,Artist,7.0,Low,1.0,Cat_2,0
1186,Female,Yes,36,No,Entertainment,8.0,Low,2.0,Cat_6,0
1187,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_4,0
1188,Male,Yes,49,No,Artist,0.0,Low,2.0,Cat_7,1
1189,Female,Yes,49,Yes,Artist,6.0,Average,6.0,Cat_6,1
1190,Male,No,18,No,Healthcare,2.0,Low,4.0,Cat_2,0
1191,Female,Yes,46,No,Engineer,1.0,Average,5.0,Cat_6,1
1192,Male,Yes,47,No,Lawyer,0.0,Low,2.0,Cat_6,1
1193,Male,Yes,47,Yes,Artist,0.0,Average,2.0,Cat_6,1
1194,Male,No,28,No,Healthcare,0.0,Low,9.0,Cat_6,0
1195,Male,Yes,58,Yes,Artist,1.0,Average,3.0,Cat_3,1
1196,Female,No,21,No,Healthcare,9.0,Low,4.0,Cat_3,0
1197,Male,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_6,1
1198,Female,Yes,67,Yes,Artist,1.0,Average,3.0,Cat_2,2
1199,Male,No,26,Yes,Healthcare,1.0,Low,5.0,Cat_6,0
1200,Female,No,26,No,Artist,0.0,Low,3.0,Cat_4,0
1201,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6,1
1202,Male,No,25,Yes,Healthcare,0.0,Low,3.0,Cat_6,0
1203,Male,No,41,Yes,Artist,1.0,Low,1.0,Cat_6,1
1204,Male,Yes,45,Yes,Executive,5.0,High,3.0,Cat_7,1
1205,Female,Yes,47,Yes,Artist,0.0,Average,2.0,Cat_6,1
1206,Female,No,39,Yes,Engineer,1.0,Low,1.0,Cat_6,1
1207,Male,Yes,60,No,Entertainment,0.0,Average,3.0,Cat_6,2
1208,Male,Yes,39,No,Artist,1.0,Average,6.0,Cat_4,1
1209,Female,Yes,65,Yes,Engineer,1.0,Low,1.0,Cat_6,2
1210,Female,Yes,43,Yes,Marketing,6.0,Low,1.0,Cat_6,1
1211,Female,Yes,31,No,Marketing,0.0,Low,2.0,Cat_2,0
1212,Female,Yes,38,Yes,Artist,2.0,Low,1.0,Cat_4,1
1213,Female,No,27,Yes,Artist,0.0,Low,3.0,Cat_6,0
1214,Female,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,1
1215,Male,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,2
1216,Male,No,48,Yes,Artist,1.0,Low,1.0,Cat_6,1
1217,Male,Yes,57,Yes,Executive,7.0,High,2.0,Cat_6,1
1218,Male,Yes,42,Yes,Artist,0.0,Average,5.0,Cat_6,1
1219,Female,Yes,68,Yes,Lawyer,1.0,High,2.0,Cat_6,2
1220,Female,Yes,51,No,Engineer,0.0,Low,4.0,Cat_6,1
1221,Male,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_6,2
1222,Male,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_4,0
1223,Male,No,25,Yes,Doctor,1.0,Low,2.0,Cat_6,0
1224,Male,Yes,48,Yes,Entertainment,1.0,Low,1.0,Cat_6,1
1225,Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_6,2
1226,Female,Yes,42,No,Marketing,0.0,Low,3.0,Cat_6,1
1227,Male,No,26,No,Artist,0.0,Low,2.0,Cat_6,0
1228,Male,No,25,Yes,Artist,1.0,Low,4.0,Cat_6,0
1229,Female,No,36,Yes,Artist,0.0,Low,3.0,Cat_6,0
1230,Male,No,42,No,Doctor,0.0,Low,1.0,Cat_3,1
1231,Female,No,35,Yes,Artist,0.0,Low,7.0,Cat_2,0
1232,Female,Yes,22,No,Engineer,8.0,Average,2.0,Cat_5,0
1233,Female,No,36,Yes,Artist,6.0,Low,1.0,Cat_6,0
1234,Male,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,1
1235,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_3,0
1236,Male,Yes,36,Yes,Entertainment,1.0,Low,2.0,Cat_6,0
1237,Female,No,28,Yes,Doctor,0.0,Low,3.0,Cat_3,0
1238,Male,Yes,52,No,Doctor,1.0,Average,4.0,Cat_6,1
1239,Male,Yes,47,No,Executive,0.0,Low,4.0,Cat_4,1
1240,Female,No,29,Yes,Doctor,1.0,Low,1.0,Cat_3,0
1241,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,0
1242,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,1
1243,Female,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_6,1
1244,Male,Yes,32,Yes,Entertainment,9.0,High,2.0,Cat_4,0
1245,Male,Yes,63,Yes,Executive,1.0,High,2.0,Cat_6,2
1246,Male,Yes,50,No,Entertainment,0.0,Low,2.0,Cat_6,1
1247,Female,Yes,49,Yes,Artist,7.0,Average,4.0,Cat_6,1
1248,Male,No,62,No,Healthcare,8.0,Low,1.0,Cat_3,2
1249,Female,Yes,55,No,Engineer,1.0,Average,7.0,Cat_6,1
1250,Female,Yes,45,Yes,Artist,0.0,Low,1.0,Cat_3,1
1251,Female,Yes,31,No,Homemaker,8.0,Average,2.0,Cat_6,0
1252,Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6,0
1253,Male,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6,1
1254,Male,No,42,Yes,Entertainment,0.0,Low,2.0,Cat_6,1
1255,Male,No,38,Yes,Executive,1.0,Low,3.0,Cat_6,1
1256,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,2
1257,Male,Yes,67,Yes,Executive,1.0,High,3.0,Cat_6,2
1258,Female,No,32,No,Healthcare,0.0,Low,5.0,Cat_7,0
1259,Female,No,33,Yes,Entertainment,12.0,Low,2.0,Cat_6,0
1260,Female,No,30,Yes,Healthcare,2.0,Low,5.0,Cat_6,0
1261,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_4,0
1262,Female,Yes,47,Yes,Artist,7.0,Average,2.0,Cat_6,1
1263,Male,No,29,No,Doctor,1.0,Low,4.0,Cat_6,0
1264,Male,Yes,63,No,Executive,0.0,High,4.0,Cat_6,2
1265,Male,Yes,27,Yes,Entertainment,0.0,Low,4.0,Cat_7,0
1266,Female,Yes,43,Yes,Artist,1.0,Low,1.0,Cat_1,1
1267,Male,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,0
1268,Female,Yes,57,No,Engineer,8.0,Low,1.0,Cat_6,1
1269,Female,Yes,47,No,Engineer,8.0,Low,1.0,Cat_3,1
1270,Female,Yes,32,Yes,Executive,4.0,High,3.0,Cat_7,0
1271,Female,Yes,25,Yes,Entertainment,0.0,Average,2.0,Cat_1,0
1272,Female,Yes,79,Yes,Lawyer,1.0,High,2.0,Cat_4,2
1273,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,1
1274,Male,Yes,36,Yes,Artist,4.0,Average,2.0,Cat_6,0
1275,Male,No,19,No,Healthcare,1.0,Low,9.0,Cat_7,0
1276,Male,Yes,26,No,Entertainment,0.0,High,2.0,Cat_6,0
1277,Male,No,28,Yes,Artist,13.0,Low,2.0,Cat_6,0
1278,Male,No,84,No,Artist,0.0,Low,1.0,Cat_6,2
1279,Male,Yes,81,No,Lawyer,1.0,Low,2.0,Cat_6,2
1280,Female,No,35,Yes,Healthcare,1.0,Low,1.0,Cat_6,0
1281,Male,Yes,55,Yes,Doctor,0.0,Average,2.0,Cat_6,1
1282,Male,Yes,50,No,Executive,0.0,High,5.0,Cat_6,1
1283,Male,Yes,78,Yes,Lawyer,0.0,Low,5.0,Cat_6,2
1284,Male,Yes,36,No,Entertainment,0.0,Average,4.0,Cat_4,0
1285,Male,No,47,Yes,Marketing,1.0,Low,1.0,Cat_6,1
1286,Male,Yes,48,No,Entertainment,6.0,Average,5.0,Cat_4,1
1287,Female,Yes,69,Yes,Marketing,1.0,Low,2.0,Cat_6,2
1288,Male,Yes,38,No,Marketing,0.0,High,4.0,Cat_7,1
1289,Male,Yes,36,Yes,Artist,1.0,Average,4.0,Cat_6,0
1290,Female,Yes,52,No,Engineer,9.0,Average,4.0,Cat_4,1
1291,Male,No,46,Yes,Artist,0.0,Low,1.0,Cat_6,1
1292,Male,No,18,No,Marketing,1.0,Low,6.0,Cat_3,0
1293,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,0
1294,Male,No,18,No,Doctor,1.0,Low,6.0,Cat_6,0
1295,Male,Yes,30,No,Homemaker,1.0,Average,3.0,Cat_6,0
1296,Male,Yes,43,No,Artist,7.0,High,4.0,Cat_6,1
1297,Female,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,1
1298,Female,No,40,Yes,Homemaker,9.0,Low,2.0,Cat_6,1
1299,Male,Yes,55,Yes,Artist,0.0,Average,3.0,Cat_6,1
1300,Female,No,33,No,Healthcare,1.0,Low,7.0,Cat_4,0
1301,Male,No,31,Yes,Healthcare,1.0,Low,5.0,Cat_6,0
1302,Female,No,35,Yes,Healthcare,3.0,Low,6.0,Cat_2,0
1303,Male,No,40,Yes,Healthcare,8.0,Low,3.0,Cat_2,1
1304,Male,Yes,69,No,Artist,0.0,Average,3.0,Cat_6,2
1305,Female,Yes,46,Yes,Artist,1.0,Low,4.0,Cat_4,1
1306,Female,Yes,63,Yes,Marketing,0.0,Low,2.0,Cat_6,2
1307,Male,Yes,61,Yes,Artist,1.0,Average,2.0,Cat_6,2
1308,Female,No,50,No,Engineer,1.0,Low,1.0,Cat_3,1
1309,Male,Yes,53,Yes,Artist,0.0,High,3.0,Cat_6,1
1310,Female,Yes,35,Yes,Engineer,0.0,Average,2.0,Cat_6,0
1311,Male,No,19,No,Healthcare,7.0,Low,3.0,Cat_6,0
1312,Male,No,26,No,Healthcare,3.0,Low,4.0,Cat_3,0
1313,Female,Yes,38,No,Engineer,0.0,Average,4.0,Cat_6,1
1314,Female,No,26,No,Artist,1.0,Low,1.0,Cat_6,0
1315,Male,Yes,39,Yes,Healthcare,0.0,High,3.0,Cat_6,1
1316,Male,Yes,39,Yes,Entertainment,1.0,Low,4.0,Cat_4,1
1317,Female,No,45,Yes,Artist,2.0,Low,1.0,Cat_6,1
1318,Male,Yes,47,No,Entertainment,0.0,Average,4.0,Cat_6,1
1319,Female,No,30,Yes,Entertainment,0.0,Low,5.0,Cat_2,0
1320,Male,Yes,48,No,Executive,5.0,High,2.0,Cat_4,1
1321,Female,Yes,76,Yes,Marketing,0.0,Low,2.0,Cat_6,2
1322,Male,Yes,71,Yes,Entertainment,0.0,Low,2.0,Cat_6,2
1323,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,1
1324,Male,Yes,57,Yes,Artist,1.0,Average,5.0,Cat_6,1
1325,Male,Yes,49,No,Entertainment,0.0,Low,1.0,Cat_6,1
1326,Male,Yes,21,No,Healthcare,1.0,High,8.0,Cat_4,0
1327,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6,0
1328,Female,No,33,No,Homemaker,8.0,Low,1.0,Cat_6,0
1329,Male,Yes,53,Yes,Entertainment,1.0,Low,3.0,Cat_6,1
1330,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_4,1
1331,Male,Yes,73,Yes,Lawyer,0.0,High,4.0,Cat_6,2
1332,Male,Yes,59,Yes,Artist,0.0,Low,2.0,Cat_6,2
1333,Male,No,38,Yes,Entertainment,0.0,Low,2.0,Cat_6,1
1334,Female,No,42,Yes,Artist,0.0,Low,2.0,Cat_6,1
1335,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,2
1336,Male,Yes,46,No,Artist,0.0,Average,4.0,Cat_3,1
1337,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,0
1338,Female,Yes,42,No,Engineer,1.0,Low,3.0,Cat_6,1
1339,Male,Yes,71,Yes,Artist,0.0,Average,2.0,Cat_6,2
1340,Female,No,18,No,Healthcare,7.0,Low,3.0,Cat_6,0
1341,Female,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,1
1342,Male,Yes,27,Yes,Healthcare,0.0,Low,5.0,Cat_4,0
1343,Female,No,53,No,Entertainment,1.0,Low,1.0,Cat_4,1
1344,Female,No,28,No,Healthcare,0.0,Low,3.0,Cat_4,0
1345,Male,No,18,No,Doctor,0.0,Low,2.0,Cat_5,0
1346,Male,No,19,No,Healthcare,2.0,Low,4.0,Cat_6,0
1347,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,0
1348,Male,No,30,No,Healthcare,1.0,Low,4.0,Cat_2,0
1349,Male,No,36,Yes,Doctor,0.0,Low,1.0,Cat_6,0
1350,Male,Yes,82,Yes,Lawyer,5.0,High,2.0,Cat_6,2
1351,Male,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,1
1352,Male,Yes,27,Yes,Entertainment,9.0,Low,4.0,Cat_6,0
1353,Female,No,18,No,Healthcare,1.0,Low,5.0,Cat_6,0
1354,Male,Yes,22,No,Doctor,1.0,Low,4.0,Cat_6,0
1355,Female,No,22,No,Healthcare,2.0,Low,6.0,Cat_6,0
1356,Female,No,42,No,Homemaker,8.0,Low,1.0,Cat_3,1
1357,Male,Yes,69,No,Doctor,1.0,Low,1.0,Cat_6,2
1358,Female,Yes,43,Yes,Homemaker,8.0,High,2.0,Cat_6,1
1359,Female,Yes,89,No,Lawyer,3.0,High,2.0,Cat_6,2
1360,Female,No,26,No,Healthcare,1.0,Low,4.0,Cat_3,0
1361,Male,No,43,Yes,Artist,1.0,Low,3.0,Cat_6,1
1362,Male,Yes,30,Yes,Entertainment,1.0,Average,2.0,Cat_3,0
1363,Female,Yes,60,Yes,Executive,0.0,Low,2.0,Cat_6,2
1364,Female,Yes,38,Yes,Doctor,7.0,High,4.0,Cat_3,1
1365,Male,Yes,45,Yes,Entertainment,0.0,Average,2.0,Cat_4,1
1366,Male,No,20,No,Healthcare,3.0,Low,4.0,Cat_4,0
1367,Female,Yes,51,Yes,Marketing,9.0,Low,1.0,Cat_6,1
1368,Male,Yes,36,Yes,Entertainment,1.0,Average,4.0,Cat_3,0
1369,Female,No,41,No,Marketing,9.0,Low,3.0,Cat_3,1
1370,Female,No,30,Yes,Artist,9.0,Low,1.0,Cat_6,0
1371,Female,No,23,No,Homemaker,0.0,Low,5.0,Cat_5,0
1372,Male,Yes,39,Yes,Healthcare,4.0,Low,2.0,Cat_6,1
1373,Male,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_6,2
1374,Male,Yes,60,Yes,Artist,1.0,Average,3.0,Cat_6,2
1375,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,0
1376,Female,Yes,89,No,Lawyer,1.0,High,2.0,Cat_6,2
1377,Male,No,43,Yes,Executive,1.0,Low,4.0,Cat_6,1
1378,Female,Yes,70,No,Lawyer,3.0,High,2.0,Cat_6,2
1379,Male,No,35,Yes,Artist,9.0,Low,1.0,Cat_6,0
1380,Male,Yes,42,Yes,Artist,0.0,High,2.0,Cat_6,1
1381,Male,Yes,39,Yes,Doctor,6.0,Average,2.0,Cat_3,1
1382,Female,Yes,29,Yes,Healthcare,0.0,Low,2.0,Cat_6,0
1383,Female,Yes,74,No,Lawyer,1.0,Low,1.0,Cat_6,2
1384,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_6,1
1385,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_7,1
1386,Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,1
1387,Male,No,23,No,Marketing,0.0,Low,3.0,Cat_6,0
1388,Male,No,36,Yes,Artist,9.0,Low,3.0,Cat_6,0
1389,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,0
1390,Female,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6,1
1391,Female,No,37,No,Healthcare,1.0,Low,1.0,Cat_6,0
1392,Male,Yes,65,Yes,Executive,0.0,High,4.0,Cat_6,2
1393,Female,No,26,Yes,Healthcare,0.0,Low,1.0,Cat_6,0
1394,Male,Yes,55,Yes,Entertainment,1.0,Low,3.0,Cat_6,1
1395,Male,Yes,65,Yes,Executive,0.0,High,2.0,Cat_6,2
1396,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6,2
1397,Male,Yes,51,Yes,Artist,7.0,Average,2.0,Cat_6,1
1398,Male,No,25,Yes,Artist,1.0,Low,5.0,Cat_6,0
1399,Male,Yes,38,No,Executive,0.0,High,3.0,Cat_6,1
1400,Female,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,1
1401,Female,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6,2
1402,Female,Yes,37,Yes,Artist,4.0,Average,2.0,Cat_2,0
1403,Female,No,28,No,Engineer,3.0,Low,7.0,Cat_4,0
1404,Female,No,32,Yes,Marketing,1.0,Low,6.0,Cat_6,0
1405,Male,No,31,Yes,Doctor,14.0,Low,2.0,Cat_7,0
1406,Female,No,31,No,Healthcare,1.0,Low,3.0,Cat_6,0
1407,Male,Yes,67,Yes,Artist,1.0,Average,2.0,Cat_6,2
1408,Female,No,72,Yes,Lawyer,0.0,Low,1.0,Cat_6,2
1409,Female,Yes,57,No,Engineer,0.0,Low,3.0,Cat_6,1
1410,Male,Yes,36,Yes,Entertainment,4.0,Average,2.0,Cat_6,0
1411,Female,No,21,No,Homemaker,9.0,Low,1.0,Cat_6,0
1412,Male,Yes,47,No,Entertainment,1.0,Average,5.0,Cat_6,1
1413,Female,No,25,Yes,Entertainment,8.0,Low,3.0,Cat_6,0
1414,Female,Yes,41,No,Engineer,9.0,Average,2.0,Cat_3,1
1415,Male,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_6,0
1416,Male,No,21,No,Healthcare,0.0,Low,3.0,Cat_4,0
1417,Male,Yes,66,Yes,Lawyer,0.0,Low,1.0,Cat_6,2
1418,Male,Yes,27,Yes,Entertainment,10.0,Low,2.0,Cat_6,0
1419,Male,Yes,52,Yes,Artist,4.0,Low,1.0,Cat_6,1
1420,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,1
1421,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,0
1422,Male,No,27,Yes,Entertainment,0.0,Low,5.0,Cat_6,0
1423,Female,Yes,52,Yes,Doctor,1.0,Low,3.0,Cat_4,1
1424,Male,Yes,65,No,Artist,0.0,Average,2.0,Cat_4,2
1425,Male,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6,2
1426,Female,Yes,45,Yes,Lawyer,0.0,Low,1.0,Cat_6,1
1427,Female,Yes,61,No,Engineer,1.0,High,3.0,Cat_4,2
1428,Female,Yes,53,Yes,Artist,1.0,Average,4.0,Cat_3,1
1429,Female,Yes,37,Yes,Doctor,1.0,Average,2.0,Cat_6,0
1430,Male,Yes,63,Yes,Executive,0.0,High,5.0,Cat_6,2
1431,Female,Yes,50,Yes,Artist,1.0,Low,3.0,Cat_4,1
1432,Female,Yes,62,Yes,Artist,1.0,Low,2.0,Cat_6,2
1433,Male,Yes,49,Yes,Artist,1.0,Average,8.0,Cat_4,1
1434,Male,Yes,46,Yes,Homemaker,6.0,Average,3.0,Cat_3,1
1435,Male,Yes,53,Yes,Executive,1.0,High,4.0,Cat_6,1
1436,Female,Yes,42,Yes,Artist,2.0,High,2.0,Cat_6,1
1437,Female,Yes,28,Yes,Artist,0.0,Low,1.0,Cat_5,0
1438,Female,Yes,49,Yes,Engineer,1.0,Average,4.0,Cat_6,1
1439,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,0
1440,Male,Yes,58,Yes,Lawyer,0.0,High,2.0,Cat_6,1
1441,Male,Yes,41,No,Artist,8.0,Average,2.0,Cat_6,1
1442,Male,Yes,32,Yes,Entertainment,9.0,Average,2.0,Cat_6,0
1443,Male,No,33,No,Entertainment,0.0,Low,2.0,Cat_6,0
1444,Male,Yes,69,No,Entertainment,0.0,Low,5.0,Cat_3,2
1445,Female,No,31,No,Doctor,6.0,Low,4.0,Cat_6,0
1446,Female,No,39,No,Engineer,4.0,Low,3.0,Cat_3,1
1447,Female,No,21,No,Healthcare,1.0,Low,5.0,Cat_4,0
1448,Female,Yes,41,Yes,Artist,9.0,Low,1.0,Cat_6,1
1449,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,1
1450,Female,Yes,38,Yes,Executive,0.0,Average,2.0,Cat_6,1
1451,Female,Yes,52,Yes,Artist,9.0,Low,4.0,Cat_6,1
1452,Female,No,46,Yes,Artist,6.0,Low,2.0,Cat_6,1
1453,Male,No,28,No,Doctor,4.0,Low,3.0,Cat_6,0
1454,Female,Yes,55,Yes,Artist,0.0,High,5.0,Cat_6,1
1455,Female,No,41,Yes,Healthcare,1.0,Low,1.0,Cat_6,1
1456,Male,Yes,47,No,Executive,0.0,High,2.0,Cat_7,1
1457,Male,Yes,52,Yes,Artist,0.0,Low,3.0,Cat_4,1
1458,Female,Yes,45,Yes,Artist,4.0,High,4.0,Cat_6,1
1459,Male,Yes,78,Yes,Lawyer,1.0,Low,1.0,Cat_6,2
1460,Male,Yes,38,No,Doctor,0.0,High,4.0,Cat_6,1
1461,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,1
1462,Female,Yes,53,Yes,Engineer,8.0,High,4.0,Cat_6,1
1463,Male,No,43,Yes,Artist,1.0,Low,1.0,Cat_3,1
1464,Male,Yes,59,Yes,Artist,1.0,Average,3.0,Cat_6,2
1465,Female,No,38,No,Entertainment,8.0,Low,2.0,Cat_6,1
1466,Male,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,1
1467,Male,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,2
1468,Male,Yes,79,Yes,Lawyer,0.0,Low,2.0,Cat_6,2
1469,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_4,1
1470,Male,Yes,42,Yes,Entertainment,9.0,Low,2.0,Cat_6,1
1471,Male,Yes,49,Yes,Doctor,1.0,Average,2.0,Cat_6,1
1472,Male,Yes,58,Yes,Artist,1.0,Low,2.0,Cat_7,1
1473,Male,Yes,69,Yes,Lawyer,0.0,High,3.0,Cat_6,2
1474,Female,No,35,Yes,Artist,3.0,Low,1.0,Cat_6,0
1475,Female,Yes,47,No,Engineer,0.0,High,2.0,Cat_4,1
1476,Female,No,25,Yes,Marketing,12.0,Low,1.0,Cat_6,0
1477,Female,Yes,38,Yes,Homemaker,0.0,Low,2.0,Cat_4,1
1478,Female,No,25,No,Engineer,8.0,Low,3.0,Cat_6,0
1479,Male,Yes,76,No,Lawyer,0.0,Low,1.0,Cat_6,2
1480,Female,No,23,No,Healthcare,0.0,Low,5.0,Cat_5,0
1481,Female,Yes,49,Yes,Artist,0.0,Average,3.0,Cat_6,1
1482,Female,Yes,71,Yes,Artist,1.0,High,2.0,Cat_6,2
1483,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_3,1
1484,Female,No,41,Yes,Artist,8.0,Low,3.0,Cat_6,1
1485,Female,Yes,27,No,Homemaker,10.0,Low,1.0,Cat_6,0
1486,Female,Yes,35,Yes,Artist,2.0,Average,2.0,Cat_6,0
1487,Female,Yes,49,No,Engineer,0.0,Low,1.0,Cat_6,1
1488,Male,Yes,42,No,Engineer,9.0,Low,3.0,Cat_6,1
1489,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,1
1490,Male,Yes,68,Yes,Lawyer,8.0,Low,1.0,Cat_5,2
1491,Male,Yes,57,Yes,Artist,1.0,Low,1.0,Cat_6,1
1492,Male,No,38,Yes,Artist,0.0,Low,1.0,Cat_6,1
1493,Female,Yes,35,No,Engineer,2.0,Average,5.0,Cat_4,0
1494,Female,Yes,41,Yes,Marketing,0.0,Low,3.0,Cat_6,1
1495,Male,Yes,40,Yes,Artist,0.0,Average,4.0,Cat_4,1
1496,Male,Yes,53,Yes,Artist,0.0,Average,4.0,Cat_6,1
1497,Female,Yes,38,Yes,Homemaker,8.0,Average,3.0,Cat_6,1
1498,Female,Yes,68,No,Marketing,0.0,Low,2.0,Cat_6,2
1499,Male,No,30,No,Executive,1.0,Low,2.0,Cat_6,0
1500,Male,Yes,52,No,Entertainment,4.0,Average,5.0,Cat_6,1
1501,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,2
1502,Female,No,31,Yes,Healthcare,1.0,Low,7.0,Cat_6,0
1503,Male,Yes,87,No,Executive,0.0,High,2.0,Cat_6,2
1504,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,0
1505,Male,No,45,Yes,Artist,5.0,Low,1.0,Cat_4,1
1506,Male,Yes,36,Yes,Artist,9.0,Average,4.0,Cat_7,0
1507,Male,Yes,41,No,Executive,1.0,High,2.0,Cat_4,1
1508,Female,Yes,48,Yes,Artist,0.0,Low,4.0,Cat_6,1
1509,Male,Yes,70,Yes,Executive,1.0,High,5.0,Cat_3,2
1510,Female,Yes,84,Yes,Lawyer,3.0,High,2.0,Cat_6,2
1511,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_2,1
1512,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,1
1513,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,1
1514,Male,Yes,40,Yes,Doctor,1.0,Low,5.0,Cat_6,1
1515,Male,Yes,38,Yes,Artist,4.0,Average,3.0,Cat_6,1
1516,Male,Yes,71,No,Lawyer,1.0,High,2.0,Cat_6,2
1517,Female,No,35,Yes,Artist,10.0,Low,1.0,Cat_6,0
1518,Male,Yes,27,Yes,Healthcare,5.0,Low,5.0,Cat_6,0
1519,Male,Yes,33,No,Healthcare,8.0,Average,3.0,Cat_6,0
